Location,Lat,Long,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20,28/5/20,29/5/20,30/5/20,31/5/20,1/6/20,2/6/20,3/6/20,4/6/20,5/6/20,6/6/20,7/6/20,8/6/20,9/6/20,10/6/20,11/6/20,12/6/20,13/6/20,14/6/20,15/6/20,16/6/20,17/6/20,18/6/20,19/6/20,20/6/20,21/6/20,22/6/20,23/6/20,24/6/20,25/6/20,26/6/20,27/6/20,28/6/20,29/6/20,30/6/20,1/7/20,2/7/20,3/7/20,4/7/20,5/7/20,6/7/20,7/7/20,8/7/20,9/7/20,10/7/20,11/7/20,12/7/20,13/7/20,14/7/20,15/7/20,16/7/20,17/7/20,18/7/20,19/7/20,20/7/20,21/7/20,22/7/20,23/7/20,24/7/20,25/7/20,26/7/20,27/7/20,28/7/20,29/7/20,30/7/20,31/7/20,1/8/20,2/8/20,3/8/20,4/8/20,5/8/20,6/8/20,7/8/20,8/8/20,9/8/20,10/8/20,11/8/20,12/8/20,13/8/20,14/8/20,15/8/20,16/8/20,17/8/20,18/8/20,19/8/20,20/8/20,21/8/20,22/8/20,23/8/20,24/8/20,25/8/20,26/8/20,27/8/20,28/8/20,29/8/20,30/8/20,31/8/20,1/9/20,2/9/20,3/9/20,4/9/20,5/9/20,6/9/20,7/9/20,8/9/20,9/9/20,10/9/20,11/9/20,12/9/20,13/9/20,14/9/20,15/9/20,16/9/20,17/9/20,18/9/20,19/9/20,20/9/20,21/9/20,22/9/20,23/9/20,24/9/20,25/9/20,26/9/20,27/9/20,28/9/20,29/9/20,30/9/20,1/10/20,2/10/20,3/10/20,4/10/20,5/10/20,6/10/20,7/10/20,8/10/20,9/10/20,10/10/20,11/10/20,12/10/20,13/10/20,14/10/20
Mississippi,32.792726566585365,-89.64572580048781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,12,21,34,50,80,98,207,249,320,377,485,579,663,759,758,937,1073,1177,1358,1455,1638,1738,1915,2003,2260,2469,2642,2781,2942,3087,3360,3624,3793,3974,4274,4512,4716,4894,5153,5434,5718,5911,6094,6342,6569,6815,7212,7441,7550,7877,8207,8424,8686,9090,9378,9501,9674,9908,10090,10483,10801,11123,11296,11432,11704,11967,12222,12625,13005,13260,13458,13731,14044,14372,14793,15229,15523,15752,16041,16322,16560,16769,17039,17270,17768,18123,18483,18483,19091,19348,19516,19799,20152,20641,20641,20641,20641,20641,22329,22898,23424,24516,25066,25531,25892,26567,27247,27900,28770,29684,30674,30900,31257,32214,32888,33591,34622,35419,36287,36680,37542,38567,39797,40829,41846,42638,43889,45524,47071,48053,49585,50981,52154,52781,54085,55804,57579,58747,59881,60553,61125,62199,63444,64400,65436,66646,67173,67649,68293,69374,69986,70930,71755,72136,72412,73207,74555,75449,76323,77268,77894,78405,79206,80110,80695,81294,82029,82676,82950,83584,84365,85116,85939,86478,86888,87130,87379,87805,88322,89175,89620,89874,90018,90523,91234,91935,92432,93087,93364,93556,94021,94573,95310,96032,96677,96859,97049,97638,98190,98886,99558,100167,100488,100703,101678,102241,102819,103681,104638,104932,105228,105941,106817
Missouri,38.456764881637945,-92.4994868846552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,5,8,14,21,40,72,89,122,221,285,382,577,744,864,934,1289,1550,1803,2003,2124,2469,2565,3029,3326,3510,3754,4149,4395,4534,4714,4879,5005,5308,5520,5713,5881,6043,6242,6433,6699,6942,7107,7274,7443,7590,7760,7955,8190,8449,8712,8998,9195,9447,9683,9829,9988,10105,10212,10329,10520,10684,10873,11049,11172,11320,11452,11628,11775,11986,12145,12394,12549,12721,12872,13083,13233,13400,13573,13787,14055,14298,14586,14753,15042,15132,15355,15566,15754,15946,15996,16231,16261,16610,16856,17069,17371,17666,18057,18460,18593,19005,19123,19637,20216,20572,20796,21315,21812,22104,22635,23160,23583,23816,24210,24917,25589,26409,27069,27606,27880,28289,29240,30057,30873,31738,32704,33521,34102,35194,36497,38060,39635,41034,42160,43489,45181,46942,49139,50616,51632,52184,53214,54422,55614,56773,57837,58021,59383,60359,61440,62956,64429,65793,67004,68196,69225,70055,71285,72353,73623,74952,75783,76597,77390,78743,80214,81672,83168,84474,85635,86738,88216,89639,91228,93171,94492,95406,96181,97504,98738,100268,102290,103997,105278,106637,107853,109557,111390,112864,114170,115537,116612,118205,119561,121456,123506,125026,126265,126531,126715,126906,130981,132630,134079,135374,136327,137420,138987,141003,145682,145938,146154,146359,150794
Montana,46.97469113196428,-109.70039488214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,10,10,19,26,33,33,45,65,90,109,129,154,171,198,208,241,243,265,286,299,319,332,354,365,377,387,394,399,404,415,422,426,433,433,437,439,442,444,445,448,449,451,451,453,453,455,455,457,456,456,456,458,458,458,459,461,462,462,466,468,468,470,471,478,479,479,479,479,479,479,481,485,493,505,515,519,523,525,539,541,540,545,548,554,561,563,573,588,601,609,614,630,655,666,698,717,734,743,764,803,829,852,863,919,967,1016,1083,1128,1167,1212,1249,1327,1371,1466,1593,1677,1758,1843,1952,2096,2231,2366,2471,2533,2620,2711,2812,2909,3038,3259,3341,3380,3474,3676,3814,3965,4081,4193,4233,4314,4429,4602,4757,4889,4952,5017,5104,5268,5407,5541,5659,5750,5792,5846,5956,6072,6216,6376,6429,6489,6624,6785,6929,7063,7251,7340,7421,7509,7691,7871,8019,8164,8264,8316,8381,8468,8663,8785,8925,9021,9107,9244,9431,9647,9871,10163,10299,10429,10700,10912,11242,11564,11907,12107,12413,12724,13071,13500,13855,14356,14635,14847,15347,16063,16677,17399,18117,18702,19125,19611,20210
Nebraska,41.321794947204275,-99.03901222387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,10,14,18,17,18,23,24,29,33,38,51,51,66,71,74,80,96,104,143,169,207,244,278,320,363,416,446,519,568,635,699,768,791,879,882,929,974,1189,1434,1611,1685,1801,2195,2424,2719,3020,3324,3494,3828,4233,5008,5317,5661,6037,6373,6689,7068,7694,8093,8171,8407,8532,8912,9260,9610,10055,10177,10463,10692,10952,11257,11493,11794,11945,12173,12430,12792,13057,13441,13688,13882,14130,14401,14670,14922,15189,15355,15447,15569,15701,15841,16135,16342,16460,16550,16675,16862,17055,17238,17412,17520,17625,17776,17912,18038,18179,18354,18601,18726,18867,19003,19134,19286,19500,19661,19761,19880,20075,20302,20500,20661,20884,21056,21284,21601,21861,22017,22247,22366,22463,22722,23070,23359,23688,24044,24265,24486,24757,25013,25273,25617,26066,26251,26559,26801,27027,27339,27674,27962,28106,28296,28541,28876,29084,29505,29827,30086,30218,30404,30662,30862,31182,31443,31610,31713,31879,32198,32569,32967,33311,33631,33921,34155,34437,34844,35313,35520,35664,35741,35832,36326,36768,37216,37694,37963,38042,38482,38810,39249,39737,40195,40603,40887,41165,41536,42032,42465,42885,43327,43790,44276,44745,45274,45869,46645,47068,47473,47908,48399,49005,49671,49671,51481,51970,52435,53138,54075
Nevada,39.25599674470589,-117.5639935352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,7,10,18,20,20,45,55,55,84,143,151,154,156,263,308,416,520,533,651,880,1012,1131,1315,1498,1708,1830,1920,2091,2259,2399,2576,2606,2813,2990,3134,3206,3212,3426,3592,3708,3794,3903,4075,4204,4333,4523,4639,4700,4821,4934,5053,5248,5389,5472,5630,5660,5741,5855,5891,6049,6120,6143,6282,6476,6504,6733,6813,6949,7061,7096,7388,7400,7525,7526,7881,7956,8057,8150,8248,8376,8517,8628,8702,8858,8951,9129,9309,9491,9669,9816,10045,10218,10473,10704,10997,11201,11315,11683,11854,12169,12524,12976,13240,13528,13997,14362,14859,15240,16339,17160,17894,18456,19101,19733,20718,21575,22418,22909,23785,24301,24904,25908,26838,27683,28515,29619,30468,31915,33295,34477,35765,36713,37528,38657,39919,40885,41816,42843,43831,44936,45806,46824,48088,49074,50205,51199,52179,52828,53557,54533,55419,56230,56972,57520,58048,58650,59749,60608,61305,61967,62639,63028,63584,64433,65069,65601,66010,66413,66666,67220,67852,68461,68908,69228,69633,69872,70223,70712,71102,71610,71967,72104,72258,72546,72806,73220,73537,73814,74040,74248,74595,75096,75419,75804,76036,76298,76807,77197,77753,78355,78728,79191,79595,79980,80410,81182,81708,82100,82437,82916,83347,83827,84593,85399,85779,86348,86835,87314
New Hampshire,43.478972876,-71.57765670500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,5,6,6,7,7,17,26,37,37,48,61,73,78,101,108,137,154,187,214,258,357,367,479,479,540,617,714,714,746,787,787,885,928,984,921,1139,1139,1285,1342,1390,1443,1476,1571,1659,1717,1788,1859,1927,2003,2051,2143,2295,2395,2499,2573,2621,2721,2822,2919,2979,3043,3129,3213,3273,3348,3419,3546,3586,3620,3710,3854,3920,3997,4074,4135,4185,4219,4276,4379,4486,4486,4645,4679,4739,4785,4868,4868,5009,5034,5070,5070,5170,5205,5246,5294,5313,5340,5360,5433,5449,5485,5517,5542,5555,5570,5596,5636,5669,5715,5745,5759,5781,5801,5821,5855,5871,5893,5911,5931,5951,5972,5989,6022,6048,6063,6091,6113,6139,6165,6188,6203,6249,6262,6295,6318,6375,6415,6436,6441,6500,6513,6541,6582,6613,6634,6659,6689,6716,6739,6776,6812,6829,6840,6861,6886,6921,6964,6980,6988,7004,7017,7036,7048,7069,7092,7101,7134,7150,7150,7191,7213,7243,7251,7273,7295,7306,7345,7366,7415,7443,7474,7491,7491,7570,7619,7651,7693,7711,7747,7780,7780,7859,7917,7941,7947,7984,8004,8042,8081,8118,8168,8203,8230,8263,8313,8532,8592,8642,8642,8725,8725,8876,8963,9083,9137,9200,9269,9341
New Jersey,40.286440910952386,-74.62244971476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,15,23,29,49,69,72,176,250,397,633,798,1187,1693,2425,3030,3472,5398,6841,8646,10366,12789,15010,17743,20724,25087,30189,33684,37569,42209,46046,50031,53939,57227,60576,63381,67122,69841,74269,77748,80672,84716,88137,89314,94869,98917,101664,104966,108357,110370,113138,115647,118174,120607,123041,126103,127622,130043,131296,133991,135840,137397,138754,140206,140917,141471,142451,143984,144934,146504,148240,149356,150776,151586,152579,153140,153928,154866,155536,155930,157153,158396,159214,159943,160466,160975,161608,162104,162933,163503,163791,164212,164541,165135,165584,165972,166407,166685,166917,167285,167579,167958,168336,168685,169059,169362,169622,169800,169490,169883,170176,170531,170636,171025,171285,171684,172084,172354,172717,172916,173196,173383,173605,173961,174312,174633,174866,175271,175633,175865,175921,176148,176109,176313,176568,176963,177216,177670,178178,178656,179111,179615,180111,180324,181012,181373,181676,181942,182326,182687,183059,183408,183787,184127,184386,184815,185198,185655,186163,186669,187013,187341,187696,188049,188203,188489,188919,189175,189401,189711,190009,190312,190643,190983,191247,191592,191974,192291,192668,193115,193440,193750,194086,194360,194691,195106,195575,196031,196323,196655,197103,197472,198037,198534,198993,199432,199814,200254,200642,201207,201760,202514,203212,203768,204224,204946,205551,206287,207222,207828,208331,208989,209493,210790,211650,212515,213253,213724,214693,215640
New Mexico,34.54935897878787,-105.88710740909092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,13,21,23,28,35,42,55,57,83,100,113,113,136,208,237,237,315,327,372,487,504,624,686,794,821,865,1081,1091,1245,1262,1345,1484,1484,1597,1798,1845,1971,1971,2210,2379,2521,2660,2726,2825,2974,3213,3411,3513,3732,3850,4031,4138,4291,4493,4673,4759,4844,5039,5163,5302,5437,5588,5767,5857,5991,6086,6307,6323,6476,6476,6755,6837,6925,7044,7155,7278,7401,7462,7575,7682,7773,7876,8067,8192,8332,8454,8493,8641,8740,8876,8961,9044,9137,9222,9316,9372,9502,9608,9702,9831,9969,10105,10306,10515,10726,10910,11082,11242,11368,11611,11852,12138,12331,12580,12799,13084,13317,13615,13838,14092,14355,14578,14904,15201,15517,15781,16016,16260,16562,16867,17199,17508,17807,18061,18349,18619,18888,19137,19349,19531,19751,19862,20072,20288,20488,20670,20813,21013,21142,21339,21512,21682,21855,21997,22103,22189,22268,22435,22637,22781,22786,23080,23153,23217,23414,23602,23723,23858,23963,24032,24139,24291,24491,24581,24727,24786,24823,24860,24945,25106,25238,25336,25434,25505,25582,25699,25857,26007,26151,26218,26322,26429,26614,26850,27113,27315,27466,27606,27778,28056,28280,28618,28914,29094,29248,29560,29984,30363,30843,31308,31548,31920,32270,32843
New York,42.5441513332258,-75.47418330774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,21,24,76,105,138,152,216,296,379,532,633,961,1407,2507,4203,7211,10410,15168,20777,25681,30841,37397,44701,52400,59648,66663,75853,83948,92506,102987,113833,123160,131815,139875,151061,161779,172348,181026,189033,195749,203020,214454,223691,230597,237403,243551,248631,253496,258427,263460,271590,282143,288045,291996,295106,299691,304372,308314,312977,316415,318953,321192,323978,327469,330407,333122,335395,337055,338485,340661,343051,345813,348232,350121,351371,352845,354370,356458,358154,359926,361515,362764,363836,364965,366733,368284,369660,370770,371711,373040,374085,375133,376208,377316,378097,378799,379482,380156,380892,381714,382630,383324,383944,384575,385142,385760,386556,387272,387936,388488,389085,389666,390415,391220,391923,392539,392930,393454,394079,394954,395872,396598,397131,397649,398237,398929,399513,400299,401029,401706,402263,403175,404006,404775,405551,406305,406807,407326,408181,408886,409697,410450,411200,411736,412344,412878,413593,414370,415014,415767,416298,416843,417589,418225,418928,419642,420345,420860,421336,422003,422703,423440,424167,424901,425508,425916,426571,427202,427803,428512,429165,429737,430145,430774,431340,432131,432767,433402,434100,434756,435510,436218,437107,437971,438772,439501,440021,440578,441154,441911,442791,443640,444365,444948,445714,446366,447262,448052,449038,449900,450473,451227,451892,452847,453755,454760,455626,456460,457649,458649,460031,461629,463360,464582,465515,466908,468268,470104,471696,473143,474286,475315,476708,477940
North Carolina,35.62420971000002,-79.50109873960002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,7,7,9,17,22,32,33,39,62,104,152,208,287,325,423,544,661,791,963,1105,1234,1426,1578,1855,2093,2380,2635,2891,3153,3453,3700,3993,4230,4535,4839,5024,5195,5484,5877,6171,6524,6815,7033,7331,7728,8200,8634,8928,9338,9781,10144,10711,11120,11585,11929,12167,12483,12928,13541,14051,14516,15002,15274,15601,16025,16733,17527,18269,18754,19161,19684,20189,21014,21802,22750,23323,23876,24337,24952,25613,26749,27826,28736,29514,30153,30966,32198,33454,34771,35721,36834,37664,38528,39805,41435,42932,44295,45386,46348,47216,48595,50214,51710,53009,54129,55157,56442,57817,59437,61207,62736,64069,65331,67226,68830,70905,72368,73779,75216,76609,78207,80209,82222,84493,86492,88316,90397,92334,94365,96331,98698,100494,101815,103730,105565,108017,110269,112320,114127,115718,117767,119375,121739,123690,125678,127080,128450,130030,131257,133210,135076,136862,138227,139040,140375,141736,143513,145082,146679,148020,148906,150163,151542,153591,155580,157370,158889,160106,161601,162995,165156,167143,168682,170377,171487,172879,174221,176173,177877,179534,180695,181517,182334,183399,184649,186339,187841,188945,189768,191028,192394,194062,195610,197128,198266,199085,200287,201411,203166,204875,206549,207774,208566,209718,210543,210632,212898,214684,216886,217496,219728,221258,222969,225397,227431,229752,231470,232745,234481,236407
North Dakota,47.39350672792453,-100.2493934356604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,19,26,28,28,30,36,45,51,68,94,98,109,122,142,159,173,186,207,225,237,251,269,278,293,308,331,341,365,393,393,528,585,627,644,679,709,748,803,867,942,991,1033,1067,1107,1153,1191,1225,1266,1323,1371,1425,1464,1491,1518,1571,1647,1712,1761,1848,1900,1931,1994,2095,2229,2317,2365,2418,2457,2422,2439,2481,2520,2554,2577,2625,2646,2679,2706,2745,2816,2861,2880,2901,2941,2980,3016,3058,3080,3101,3124,3166,3193,3226,3251,3288,3313,3320,3362,3393,3421,3458,3495,3539,3576,3615,3657,3722,3779,3816,3849,3898,3971,4071,4155,4243,4334,4442,4493,4565,4668,4792,4907,5019,5126,5207,5367,5493,5614,5736,5876,5986,6141,6227,6301,6469,6602,6660,6785,6933,7057,7177,7327,7508,7596,7713,7885,7970,8171,8322,8444,8587,8647,8782,8968,9242,9474,9736,9876,10000,10229,10467,10800,11110,11484,11702,11816,12000,12267,12629,12973,13334,13631,13801,13872,14110,14443,14684,15151,15577,15831,16064,16333,16723,17230,17607,17958,18244,18508,18981,19451,19885,20380,20724,20983,21401,21846,22218,22694,23134,23550,23862,24364,24857,25384,26039,26627,27264,27736,28244,28947
Northern Mariana Islands,15.0979,145.6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,8,8,8,8,8,11,11,11,11,11,11,11,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,16,16,19,19,19,19,19,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,23,24,26,26,26,27,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,33,33,33,36,36,37,37,37,37,38,38,38,38,38,40,40,40,40,42,42,42,44,45,46,46,46,47,47,48,48,49,49,49,49,50,50,50,54,54,54,54,54,54,54,54,54,54,54,54,56,56,56,57,57,57,57,58,58,59,59,59,59,59,60,60,61,61,61,62,62,68,68,69,69,69,69,69,70,70,70,70,70,73,73,73,73,75,75,75,75,75,77,77,77,77,77
Ohio,40.310669812954565,-82.83540800659091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,12,26,30,50,67,89,119,173,247,356,443,567,704,868,1137,1406,1653,1933,2199,2547,2901,3312,3739,4043,4453,4782,5148,5512,5878,6250,6602,6975,7285,7794,8414,9107,10222,11602,12919,13725,14117,14694,15169,15587,15972,16325,16769,17303,18027,18743,19335,19914,20474,20969,21576,22131,23016,23697,24081,24777,25250,25721,26357,26954,27474,27923,28454,28952,29436,30167,30794,31408,31911,32477,33006,33439,33915,34566,35033,35513,35984,36350,36792,37282,37758,38111,38476,38837,39162,39575,40004,40424,40851,41148,41576,42010,42422,43122,43731,44261,44808,45537,46127,46759,47651,48638,49455,50309,51046,51789,52865,52865,55257,56183,57150,57956,58904,60181,61331,62856,64214,65592,66853,67995,69311,70601,72280,73821,74932,76168,77215,78742,80186,81746,83184,84073,85177,86497,87893,89626,91159,92087,93031,93963,95106,96305,97471,98675,99969,100848,101731,102826,104248,105426,106557,107674,108287,109062,109910,110881,112003,113046,114165,114802,115651,116495,117584,118828,120124,121320,122260,123155,124606,125767,127112,128444,129785,130558,131336,131992,132965,134086,135326,136568,137405,138484,139485,140518,141585,142596,143547,144309,145165,145850,146753,147744,148894,150009,150809,151802,152907,153987,155314,156809,157966,158907,159964,161299,162723,164262,166102,167458,168749,170179,171626,173665
Oklahoma,35.50191442597403,-97.2513995677922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,4,10,17,17,44,49,53,67,81,106,164,248,322,377,429,481,566,719,879,988,1159,1252,1327,1472,1524,1684,1794,1868,1970,2069,2184,2263,2357,2357,2357,2567,2680,2807,2894,3017,3121,3194,3254,3281,3410,3473,3618,3748,3851,3972,4044,4127,4202,4330,4424,4490,4589,4613,4731,4857,4962,5086,5237,5310,5398,5489,5532,5680,5849,5960,6037,6090,6138,6229,6273,6338,6418,6418,6530,6692,6805,6907,7007,7059,7150,7205,7363,7483,7626,7849,8073,8231,8417,8645,8904,9355,9707,10038,10516,10734,11031,11510,11948,12347,12646,12947,13175,13757,14119,14531,15069,15648,15931,16362,17220,17894,18497,19092,19779,20235,20746,21740,22814,23440,24140,25057,25266,25436,26326,27298,27969,29116,30081,31285,32528,33757,34605,35710,36456,37706,38201,38586,39452,40555,41395,42234,43070,43561,43962,44725,45392,46101,46893,47794,48335,48709,49311,49916,50652,51729,52588,53159,53511,54165,54830,55532,56239,57250,58016,58651,59338,60103,60987,61986,63142,63566,64180,65008,65874,66684,67625,68614,69307,70176,71258,72228,73257,74516,75734,76737,77833,79014,80107,81193,82458,83460,84282,85143,86196,87170,88358,89543,90718,90718,91943,93304,94316,95539,97055,98582,99364,100152,101472,102589
